date,indicator_code,value,country
2005-11-07,OIL,88.47,OIL
2005-11-07,COPPER,3885.66,CPR
2005-11-07,EURUSD,0.899564,EU
2005-11-07,HIBOR,2.1256,HK
2005-11-08,FEDFUNDS,5.8602,US
2005-11-08,CPI,6.6206,US
2005-11-08,M2,18819.57,US
2005-11-08,GOLD,548.93,GLD
2005-11-08,OIL,88.96,OIL
2005-11-08,COPPER,3880.87,CPR
2005-11-08,EURUSD,0.900955,EU
2005-11-08,HIBOR,2.1367,HK
2005-11-09,FEDFUNDS,5.9619,US
2005-11-09,CPI,6.5804,US
2005-11-09,M2,18807.97,US
2005-11-09,GOLD,542.67,GLD
2005-11-09,OIL,89.1,OIL
2005-11-09,COPPER,3900.52,CPR
2005-11-09,EURUSD,0.901112,EU
2005-11-09,HIBOR,2.1216,HK
2005-11-10,FEDFUNDS,5.9659,US
2005-11-10,CPI,6.6396,US
2005-11-10,M2,18815.51,US
2005-11-10,GOLD,544.77,GLD
2005-11-10,OIL,88.15,OIL
2005-11-10,COPPER,3892.72,CPR
2005-11-10,EURUSD,0.901962,EU
2005-11-10,HIBOR,2.1388,HK
2005-11-11,FEDFUNDS,5.9536,US
2005-11-11,CPI,6.6326,US
2005-11-11,M2,18874.57,US
2005-11-11,GOLD,546.39,GLD
2005-11-11,OIL,88.61,OIL
2005-11-11,COPPER,3890.02,CPR
2005-11-11,EURUSD,0.900757,EU
2005-11-11,HIBOR,2.1194,HK
2005-11-12,FEDFUNDS,5.8927,US
2005-11-12,CPI,6.628,US
2005-11-12,M2,18900.28,US
2005-11-12,GOLD,543.76,GLD
2005-11-12,OIL,87.56,OIL
2005-11-12,COPPER,3893.26,CPR
2005-11-12,EURUSD,0.901007,EU
2005-11-12,HIBOR,2.1368,HK
2005-11-13,FEDFUNDS,5.9761,US
2005-11-13,CPI,6.5967,US
2005-11-13,M2,18828.53,US
2005-11-13,GOLD,544.42,GLD
2005-11-13,OIL,88.42,OIL
2005-11-13,COPPER,3901.39,CPR
2005-11-13,EURUSD,0.903598,EU
2005-11-13,HIBOR,2.123,HK
2005-11-14,FEDFUNDS,5.9302,US
2005-11-14,CPI,6.6239,US
2005-11-14,M2,18781.99,US
2005-11-14,GOLD,540.6,GLD
2005-11-14,OIL,88.49,OIL
2005-11-14,COPPER,3885.62,CPR
2005-11-14,EURUSD,0.903236,EU
2005-11-14,HIBOR,2.1254,HK
2005-11-15,FEDFUNDS,5.9076,US
2005-11-15,CPI,6.563,US
2005-11-15,M2,18824.7,US
2005-11-15,GOLD,543.18,GLD
2005-11-15,OIL,87.62,OIL
2005-11-15,COPPER,3886.41,CPR
2005-11-15,EURUSD,0.903206,EU
2005-11-15,HIBOR,2.1292,HK
2005-11-16,FEDFUNDS,6.0155,US
2005-11-16,CPI,6.6168,US
2005-11-16,M2,18741.74,US
2005-11-16,GOLD,543.82,GLD
2005-11-16,OIL,88.08,OIL
2005-11-16,COPPER,3882.84,CPR
2005-11-16,EURUSD,0.900284,EU
2005-11-16,HIBOR,2.1419,HK
2005-11-17,FEDFUNDS,5.8963,US
2005-11-17,CPI,6.5738,US
2005-11-17,M2,18836.72,US
2005-11-17,GOLD,542.87,GLD
2005-11-17,OIL,89.24,OIL
2005-11-17,COPPER,3898.18,CPR
2005-11-17,EURUSD,0.903756,EU
2005-11-17,HIBOR,2.1286,HK
2005-11-18,FEDFUNDS,5.9332,US
2005-11-18,CPI,6.5545,US
2005-11-18,M2,18736.02,US
2005-11-18,GOLD,545.84,GLD
2005-11-18,OIL,86.81,OIL
2005-11-18,COPPER,3891.18,CPR
2005-11-18,EURUSD,0.90423,EU
2005-11-18,HIBOR,2.1297,HK
2005-11-19,FEDFUNDS,5.9522,US
2005-11-19,CPI,6.5917,US
2005-11-19,M2,18834.07,US
2005-11-19,GOLD,544.22,GLD
2005-11-19,OIL,89.27,OIL
2005-11-19,COPPER,3891.7,CPR
2005-11-19,EURUSD,0.898259,EU
2005-11-19,HIBOR,2.1416,HK
2005-11-20,FEDFUNDS,5.9839,US
2005-11-20,CPI,6.6101,US
2005-11-20,M2,18819.76,US
2005-11-20,GOLD,540.81,GLD
2005-11-20,OIL,87.75,OIL
2005-11-20,COPPER,3889.17,CPR
2005-11-20,EURUSD,0.902911,EU
2005-11-20,HIBOR,2.124,HK
2005-11-21,FEDFUNDS,5.9579,US
2005-11-21,CPI,6.5804,US
2005-11-21,M2,18800.84,US
2005-11-21,GOLD,544.25,GLD
2005-11-21,OIL,88.1,OIL
2005-11-21,COPPER,3887.03,CPR
2005-11-21,EURUSD,0.905711,EU
2005-11-21,HIBOR,2.1213,HK
2005-11-22,FEDFUNDS,5.8846,US
2005-11-22,CPI,6.5629,US
2005-11-22,M2,18851.16,US
2005-11-22,GOLD,545.99,GLD
2005-11-22,OIL,87.87,OIL
2005-11-22,COPPER,3898.44,CPR
2005-11-22,EURUSD,0.90353,EU
2005-11-22,HIBOR,2.1267,HK
2005-11-23,FEDFUNDS,5.9917,US
2005-11-23,CPI,6.6099,US
2005-11-23,M2,18828.27,US
2005-11-23,GOLD,544.15,GLD
2005-11-23,OIL,87.69,OIL
2005-11-23,COPPER,3886.85,CPR
2005-11-23,EURUSD,0.899343,EU
2005-11-23,HIBOR,2.132,HK
2005-11-24,FEDFUNDS,5.9641,US
2005-11-24,CPI,6.6346,US
2005-11-24,M2,18797.1,US
2005-11-24,GOLD,546.96,GLD
2005-11-24,OIL,86.53,OIL
2005-11-24,COPPER,3892.58,CPR
2005-11-24,EURUSD,0.905635,EU
2005-11-24,HIBOR,2.1271,HK
2005-11-25,FEDFUNDS,5.9732,US
2005-11-25,CPI,6.5993,US
2005-11-25,M2,18764.98,US
2005-11-25,GOLD,541.95,GLD
2005-11-25,OIL,88.24,OIL
2005-11-25,COPPER,3899.09,CPR
2005-11-25,EURUSD,0.902317,EU
2005-11-25,HIBOR,2.131,HK
2005-11-26,FEDFUNDS,5.9794,US
2005-11-26,CPI,6.6082,US
2005-11-26,M2,18872.74,US
2005-11-26,GOLD,541.65,GLD
2005-11-26,OIL,88.07,OIL
2005-11-26,COPPER,3895.89,CPR
2005-11-26,EURUSD,0.905265,EU
2005-11-26,HIBOR,2.1317,HK
2005-11-27,FEDFUNDS,5.9534,US
2005-11-27,CPI,6.6096,US
2005-11-27,M2,18787.3,US
2005-11-27,GOLD,545.82,GLD
2005-11-27,OIL,88.26,OIL
2005-11-27,COPPER,3884.57,CPR
2005-11-27,EURUSD,0.904825,EU
2005-11-27,HIBOR,2.1379,HK
2005-11-28,FEDFUNDS,5.9449,US
2005-11-28,CPI,6.5311,US
2005-11-28,M2,18800.1,US
2005-11-28,GOLD,543.32,GLD
2005-11-28,OIL,88.52,OIL
2005-11-28,COPPER,3903.68,CPR
2005-11-28,EURUSD,0.899167,EU
2005-11-28,HIBOR,2.1353,HK
2005-11-29,FEDFUNDS,5.9244,US
2005-11-29,CPI,6.5932,US
2005-11-29,M2,18852.45,US
2005-11-29,GOLD,545.27,GLD
2005-11-29,OIL,88.53,OIL
2005-11-29,COPPER,3883.34,CPR
2005-11-29,EURUSD,0.903533,EU
2005-11-29,HIBOR,2.1132,HK
2005-11-30,FEDFUNDS,5.9401,US
2005-11-30,CPI,6.5556,US
2005-11-30,M2,18735.86,US
2005-11-30,GOLD,543.22,GLD
2005-11-30,OIL,89.53,OIL
2005-11-30,COPPER,3885.9,CPR
2005-11-30,EURUSD,0.900414,EU
2005-11-30,HIBOR,2.1267,HK
2005-12-01,FEDFUNDS,5.8892,US
2005-12-01,CPI,6.6104,US
2005-12-01,M2,18864.79,US
2005-12-01,GOLD,545.19,GLD
2005-12-01,OIL,87.98,OIL
2005-12-01,COPPER,3891.51,CPR
2005-12-01,EURUSD,0.903361,EU
2005-12-01,HIBOR,2.1128,HK
2005-12-02,FEDFUNDS,6.0487,US
2005-12-02,CPI,6.6299,US
2005-12-02,M2,18819.8,US
2005-12-02,GOLD,546.45,GLD
2005-12-02,OIL,87.98,OIL
2005-12-02,COPPER,3888.84,CPR
2005-12-02,EURUSD,0.90229,EU
2005-12-02,HIBOR,2.1373,HK
2005-12-03,FEDFUNDS,5.9797,US
2005-12-03,CPI,6.6077,US
2005-12-03,M2,18773.09,US
2005-12-03,GOLD,543.37,GLD
2005-12-03,OIL,88.23,OIL
2005-12-03,COPPER,3885.95,CPR
2005-12-03,EURUSD,0.898933,EU
2005-12-03,HIBOR,2.1249,HK
2005-12-04,FEDFUNDS,5.8797,US
2005-12-04,CPI,6.5751,US
2005-12-04,M2,18827.34,US
2005-12-04,GOLD,543.02,GLD
2005-12-04,OIL,89.06,OIL
2005-12-04,COPPER,3895.23,CPR
2005-12-04,EURUSD,0.90176,EU
2005-12-04,HIBOR,2.1153,HK
2005-12-05,FEDFUNDS,6.006,US
2005-12-05,CPI,6.5984,US
2005-12-05,M2,18825.09,US
2005-12-05,GOLD,541.1,GLD
2005-12-05,OIL,89.38,OIL
2005-12-05,COPPER,3892.82,CPR
2005-12-05,EURUSD,0.903205,EU
2005-12-05,HIBOR,2.1172,HK
2005-12-06,FEDFUNDS,5.8901,US
2005-12-06,CPI,6.6048,US
2005-12-06,M2,18794.52,US
2005-12-06,GOLD,545.42,GLD
2005-12-06,OIL,87.05,OIL
2005-12-06,COPPER,3887.5,CPR
2005-12-06,EURUSD,0.900965,EU
2005-12-06,HIBOR,2.1239,HK
2005-12-07,FEDFUNDS,5.8917,US
2005-12-07,CPI,6.5759,US
2005-12-07,M2,18915.67,US
2005-12-07,GOLD,545.16,GLD
2005-12-07,OIL,88.79,OIL
2005-12-07,COPPER,3885.07,CPR
2005-12-07,EURUSD,0.902971,EU
2005-12-07,HIBOR,2.1129,HK
2005-12-08,FEDFUNDS,5.8628,US
2005-12-08,CPI,6.6127,US
2005-12-08,M2,18805.47,US
2005-12-08,GOLD,544.74,GLD
2005-12-08,OIL,87.47,OIL
2005-12-08,COPPER,3894.28,CPR
2005-12-08,EURUSD,0.905132,EU
2005-12-08,HIBOR,2.1086,HK
2005-12-09,FEDFUNDS,6.071,US
2005-12-09,CPI,6.606,US
2005-12-09,M2,18801.56,US
2005-12-09,GOLD,539.14,GLD
2005-12-09,OIL,88.96,OIL
2005-12-09,COPPER,3893.19,CPR
2005-12-09,EURUSD,0.899858,EU
2005-12-09,HIBOR,2.1298,HK
2005-12-10,FEDFUNDS,5.9636,US
2005-12-10,CPI,6.6311,US
2005-12-10,M2,18767.44,US
2005-12-10,GOLD,546.77,GLD
2005-12-10,OIL,87.87,OIL
2005-12-10,COPPER,3894.76,CPR
2005-12-10,EURUSD,0.903024,EU
2005-12-10,HIBOR,2.1347,HK
2005-12-11,FEDFUNDS,5.9167,US
2005-12-11,CPI,6.6361,US
2005-12-11,M2,18892.73,US
2005-12-11,GOLD,545.03,GLD
2005-12-11,OIL,89.38,OIL
2005-12-11,COPPER,3887.22,CPR
2005-12-11,EURUSD,0.901714,EU
2005-12-11,HIBOR,2.1162,HK
2005-12-12,FEDFUNDS,5.915,US
2005-12-12,CPI,6.5806,US
2005-12-12,M2,18678.54,US
2005-12-12,GOLD,543.42,GLD
2005-12-12,OIL,86.89,OIL
2005-12-12,COPPER,3885.71,CPR
2005-12-12,EURUSD,0.900055,EU
2005-12-12,HIBOR,2.1093,HK
2005-12-13,FEDFUNDS,6.0226,US
2005-12-13,CPI,6.6436,US
2005-12-13,M2,18900.09,US
2005-12-13,GOLD,547.09,GLD
2005-12-13,OIL,88.23,OIL
2005-12-13,COPPER,3885.57,CPR
2005-12-13,EURUSD,0.904575,EU
2005-12-13,HIBOR,2.1375,HK
2005-12-14,FEDFUNDS,5.9431,US
2005-12-14,CPI,6.6012,US
2005-12-14,M2,18812.2,US
2005-12-14,GOLD,542.55,GLD
2005-12-14,OIL,88.31,OIL
2005-12-14,COPPER,3889.2,CPR
2005-12-14,EURUSD,0.90356,EU
2005-12-14,HIBOR,2.1304,HK
2005-12-15,FEDFUNDS,5.8713,US
2005-12-15,CPI,6.6206,US
2005-12-15,M2,18771.51,US
2005-12-15,GOLD,546.0,GLD
2005-12-15,OIL,87.69,OIL
2005-12-15,COPPER,3881.18,CPR
2005-12-15,EURUSD,0.901804,EU
2005-12-15,HIBOR,2.1496,HK
2005-12-16,FEDFUNDS,6.0099,US
2005-12-16,CPI,6.6075,US
2005-12-16,M2,18790.91,US
2005-12-16,GOLD,546.24,GLD
2005-12-16,OIL,87.32,OIL
2005-12-16,COPPER,3891.7,CPR
2005-12-16,EURUSD,0.902613,EU
2005-12-16,HIBOR,2.1341,HK
2005-12-17,FEDFUNDS,5.9589,US
2005-12-17,CPI,6.6005,US
2005-12-17,M2,18786.05,US
2005-12-17,GOLD,547.87,GLD
2005-12-17,OIL,88.56,OIL
2005-12-17,COPPER,3890.65,CPR
2005-12-17,EURUSD,0.902546,EU
2005-12-17,HIBOR,2.1387,HK
2005-12-18,FEDFUNDS,5.9095,US
2005-12-18,CPI,6.6049,US
2005-12-18,M2,18835.42,US
2005-12-18,GOLD,544.38,GLD
2005-12-18,OIL,86.94,OIL
2005-12-18,COPPER,3893.06,CPR
2005-12-18,EURUSD,0.902825,EU
2005-12-18,HIBOR,2.1319,HK
2005-12-19,FEDFUNDS,5.9187,US
2005-12-19,CPI,6.6045,US
2005-12-19,M2,18801.38,US
2005-12-19,GOLD,545.9,GLD
2005-12-19,OIL,88.33,OIL
2005-12-19,COPPER,3889.88,CPR
2005-12-19,EURUSD,0.902747,EU
2005-12-19,HIBOR,2.1346,HK
2005-12-20,FEDFUNDS,5.8964,US
2005-12-20,CPI,6.6178,US
2005-12-20,M2,18658.18,US
2005-12-20,GOLD,543.11,GLD
2005-12-20,OIL,89.12,OIL
2005-12-20,COPPER,3885.89,CPR
2005-12-20,EURUSD,0.902539,EU
2005-12-20,HIBOR,2.1443,HK
2005-12-21,FEDFUNDS,5.8977,US
2005-12-21,CPI,6.5728,US
2005-12-21,M2,18799.55,US
2005-12-21,GOLD,543.75,GLD
2005-12-21,OIL,88.46,OIL
2005-12-21,COPPER,3887.64,CPR
2005-12-21,EURUSD,0.906267,EU
2005-12-21,HIBOR,2.1241,HK
2005-12-22,FEDFUNDS,5.8709,US
2005-12-22,CPI,6.6126,US
2005-12-22,M2,18803.74,US
2005-12-22,GOLD,539.63,GLD
2005-12-22,OIL,87.73,OIL
2005-12-22,COPPER,3889.34,CPR
2005-12-22,EURUSD,0.903329,EU
2005-12-22,HIBOR,2.1211,HK
2005-12-23,FEDFUNDS,5.8939,US
2005-12-23,CPI,6.6064,US
2005-12-23,M2,18787.31,US
2005-12-23,GOLD,544.12,GLD
2005-12-23,OIL,88.77,OIL
2005-12-23,COPPER,3889.77,CPR
2005-12-23,EURUSD,0.904441,EU
2005-12-23,HIBOR,2.1319,HK
2005-12-24,FEDFUNDS,5.9709,US
2005-12-24,CPI,6.601,US
2005-12-24,M2,18812.01,US
2005-12-24,GOLD,547.94,GLD
2005-12-24,OIL,89.37,OIL
2005-12-24,COPPER,3887.48,CPR
2005-12-24,EURUSD,0.903047,EU
2005-12-24,HIBOR,2.1219,HK
2005-12-25,FEDFUNDS,5.9407,US
2005-12-25,CPI,6.5914,US
2005-12-25,M2,18796.77,US
2005-12-25,GOLD,544.88,GLD
2005-12-25,OIL,88.4,OIL
2005-12-25,COPPER,3889.51,CPR
2005-12-25,EURUSD,0.902725,EU
2005-12-25,HIBOR,2.1335,HK
2005-12-26,FEDFUNDS,5.936,US
2005-12-26,CPI,6.5872,US
2005-12-26,M2,18806.7,US
2005-12-26,GOLD,543.13,GLD
2005-12-26,OIL,89.39,OIL
2005-12-26,COPPER,3885.22,CPR
2005-12-26,EURUSD,0.902214,EU
2005-12-26,HIBOR,2.1265,HK
2005-12-27,FEDFUNDS,5.9839,US
2005-12-27,CPI,6.5547,US
2005-12-27,M2,18797.67,US
2005-12-27,GOLD,543.0,GLD
2005-12-27,OIL,88.51,OIL
2005-12-27,COPPER,3892.74,CPR
2005-12-27,EURUSD,0.901999,EU
2005-12-27,HIBOR,2.1214,HK
2005-12-28,FEDFUNDS,6.0,US
2005-12-28,CPI,6.6291,US
2005-12-28,M2,18807.04,US
2005-12-28,GOLD,547.12,GLD
2005-12-28,OIL,89.44,OIL
2005-12-28,COPPER,3897.29,CPR
2005-12-28,EURUSD,0.905008,EU
2005-12-28,HIBOR,2.1177,HK
2005-12-29,FEDFUNDS,5.9413,US
2005-12-29,CPI,6.6036,US
2005-12-29,M2,18875.91,US
2005-12-29,GOLD,546.24,GLD
2005-12-29,OIL,87.97,OIL
2005-12-29,COPPER,3888.34,CPR
2005-12-29,EURUSD,0.903086,EU
2005-12-29,HIBOR,2.1168,HK
2005-12-30,FEDFUNDS,6.1442,US
2005-12-30,CPI,6.7493,US
2005-12-30,M2,18952.71,US
2005-12-30,GOLD,539.8,GLD
2005-12-30,OIL,86.07,OIL
2005-12-30,COPPER,3871.93,CPR
2005-12-30,EURUSD,0.934006,EU
2005-12-30,HIBOR,2.0549,HK
2005-12-31,FEDFUNDS,6.0777,US
2005-12-31,CPI,6.752,US
2005-12-31,M2,18945.58,US
2005-12-31,GOLD,536.07,GLD
2005-12-31,OIL,85.2,OIL
2005-12-31,COPPER,3863.77,CPR
2005-12-31,EURUSD,0.932628,EU
2005-12-31,HIBOR,2.075,HK
2006-01-01,FEDFUNDS,5.9994,US
2006-01-01,CPI,6.7765,US
2006-01-01,M2,18879.53,US
2006-01-01,GOLD,537.97,GLD
2006-01-01,OIL,85.85,OIL
2006-01-01,COPPER,3872.25,CPR
2006-01-01,EURUSD,0.934408,EU
2006-01-01,HIBOR,2.0261,HK
2006-01-02,FEDFUNDS,6.0116,US
2006-01-02,CPI,6.809,US
2006-01-02,M2,18953.65,US
2006-01-02,GOLD,539.4,GLD
2006-01-02,OIL,85.63,OIL
2006-01-02,COPPER,3865.52,CPR
2006-01-02,EURUSD,0.932298,EU
2006-01-02,HIBOR,2.0582,HK
2006-01-03,FEDFUNDS,5.9956,US
2006-01-03,CPI,6.7365,US
2006-01-03,M2,18902.63,US
2006-01-03,GOLD,534.43,GLD
2006-01-03,OIL,86.33,OIL
2006-01-03,COPPER,3872.21,CPR
2006-01-03,EURUSD,0.934712,EU
2006-01-03,HIBOR,2.0718,HK
2006-01-04,FEDFUNDS,5.988,US
2006-01-04,CPI,6.7397,US
2006-01-04,M2,18898.17,US
2006-01-04,GOLD,538.58,GLD
2006-01-04,OIL,87.36,OIL
2006-01-04,COPPER,3866.66,CPR
2006-01-04,EURUSD,0.931025,EU
2006-01-04,HIBOR,2.0451,HK
2006-01-05,FEDFUNDS,6.0945,US
2006-01-05,CPI,6.7816,US
2006-01-05,M2,18916.15,US
2006-01-05,GOLD,542.71,GLD
2006-01-05,OIL,85.87,OIL
2006-01-05,COPPER,3869.27,CPR
2006-01-05,EURUSD,0.930888,EU
2006-01-05,HIBOR,2.0601,HK
2006-01-06,FEDFUNDS,6.1306,US
2006-01-06,CPI,6.7763,US
2006-01-06,M2,19047.03,US
2006-01-06,GOLD,536.46,GLD
2006-01-06,OIL,86.39,OIL
2006-01-06,COPPER,3864.82,CPR
2006-01-06,EURUSD,0.934736,EU
2006-01-06,HIBOR,2.0418,HK
2006-01-07,FEDFUNDS,6.1059,US
2006-01-07,CPI,6.7504,US
2006-01-07,M2,18960.09,US
2006-01-07,GOLD,541.85,GLD
2006-01-07,OIL,85.2,OIL
2006-01-07,COPPER,3869.51,CPR
2006-01-07,EURUSD,0.932884,EU
2006-01-07,HIBOR,2.0813,HK
2006-01-08,FEDFUNDS,6.0299,US
2006-01-08,CPI,6.7541,US
2006-01-08,M2,18963.68,US
2006-01-08,GOLD,538.52,GLD
2006-01-08,OIL,84.81,OIL
2006-01-08,COPPER,3873.24,CPR
2006-01-08,EURUSD,0.9341,EU
2006-01-08,HIBOR,2.0603,HK
2006-01-09,FEDFUNDS,5.9733,US
2006-01-09,CPI,6.7434,US
2006-01-09,M2,19019.05,US
2006-01-09,GOLD,537.88,GLD
2006-01-09,OIL,85.72,OIL
2006-01-09,COPPER,3868.49,CPR
2006-01-09,EURUSD,0.933733,EU
2006-01-09,HIBOR,2.0488,HK
2006-01-10,FEDFUNDS,6.097,US
2006-01-10,CPI,6.7265,US
2006-01-10,M2,18907.8,US
2006-01-10,GOLD,538.85,GLD
2006-01-10,OIL,86.44,OIL
2006-01-10,COPPER,3860.26,CPR
2006-01-10,EURUSD,0.929854,EU
2006-01-10,HIBOR,2.0516,HK
2006-01-11,FEDFUNDS,6.1141,US
2006-01-11,CPI,6.7385,US
2006-01-11,M2,18926.74,US
2006-01-11,GOLD,540.61,GLD
2006-01-11,OIL,86.22,OIL
2006-01-11,COPPER,3870.05,CPR
2006-01-11,EURUSD,0.934101,EU
2006-01-11,HIBOR,2.058,HK
2006-01-12,FEDFUNDS,6.0919,US
2006-01-12,CPI,6.7761,US
2006-01-12,M2,18992.06,US
2006-01-12,GOLD,537.06,GLD
2006-01-12,OIL,86.39,OIL
2006-01-12,COPPER,3874.3,CPR
2006-01-12,EURUSD,0.935631,EU
2006-01-12,HIBOR,2.0657,HK
2006-01-13,FEDFUNDS,5.9274,US
2006-01-13,CPI,6.7328,US
2006-01-13,M2,19030.86,US
2006-01-13,GOLD,535.89,GLD
2006-01-13,OIL,86.83,OIL
2006-01-13,COPPER,3874.72,CPR
2006-01-13,EURUSD,0.933839,EU
2006-01-13,HIBOR,2.0624,HK
2006-01-14,FEDFUNDS,6.0195,US
2006-01-14,CPI,6.7525,US
2006-01-14,M2,19023.65,US
2006-01-14,GOLD,541.04,GLD
2006-01-14,OIL,86.41,OIL
2006-01-14,COPPER,3867.77,CPR
2006-01-14,EURUSD,0.932521,EU
2006-01-14,HIBOR,2.0608,HK
2006-01-15,FEDFUNDS,6.0319,US
2006-01-15,CPI,6.7286,US
2006-01-15,M2,18984.64,US
2006-01-15,GOLD,540.69,GLD
2006-01-15,OIL,85.77,OIL
2006-01-15,COPPER,3866.31,CPR
2006-01-15,EURUSD,0.932547,EU
2006-01-15,HIBOR,2.046,HK
2006-01-16,FEDFUNDS,6.0334,US
2006-01-16,CPI,6.7527,US
2006-01-16,M2,18935.37,US
2006-01-16,GOLD,537.01,GLD
2006-01-16,OIL,84.21,OIL
2006-01-16,COPPER,3866.87,CPR
2006-01-16,EURUSD,0.935901,EU
2006-01-16,HIBOR,2.0556,HK
2006-01-17,FEDFUNDS,6.0398,US
2006-01-17,CPI,6.7552,US
2006-01-17,M2,19021.88,US
2006-01-17,GOLD,537.83,GLD
2006-01-17,OIL,86.33,OIL
2006-01-17,COPPER,3863.51,CPR
2006-01-17,EURUSD,0.936044,EU
2006-01-17,HIBOR,2.0529,HK
2006-01-18,FEDFUNDS,6.059,US
2006-01-18,CPI,6.7424,US
2006-01-18,M2,18995.3,US
2006-01-18,GOLD,536.2,GLD
2006-01-18,OIL,86.11,OIL
2006-01-18,COPPER,3864.56,CPR
2006-01-18,EURUSD,0.931097,EU
2006-01-18,HIBOR,2.0464,HK
2006-01-19,FEDFUNDS,6.055,US
2006-01-19,CPI,6.7197,US
2006-01-19,M2,19012.14,US
2006-01-19,GOLD,541.65,GLD
2006-01-19,OIL,85.97,OIL
2006-01-19,COPPER,3863.48,CPR
2006-01-19,EURUSD,0.935974,EU
2006-01-19,HIBOR,2.0491,HK
2006-01-20,FEDFUNDS,6.1245,US
2006-01-20,CPI,6.7331,US
2006-01-20,M2,18952.86,US
2006-01-20,GOLD,539.15,GLD
2006-01-20,OIL,86.32,OIL
2006-01-20,COPPER,3878.89,CPR
2006-01-20,EURUSD,0.935322,EU
2006-01-20,HIBOR,2.0565,HK
2006-01-21,FEDFUNDS,6.1001,US
2006-01-21,CPI,6.7624,US
2006-01-21,M2,19023.74,US
2006-01-21,GOLD,538.36,GLD
2006-01-21,OIL,85.9,OIL
2006-01-21,COPPER,3866.96,CPR
2006-01-21,EURUSD,0.932156,EU
2006-01-21,HIBOR,2.0671,HK
2006-01-22,FEDFUNDS,6.1004,US
2006-01-22,CPI,6.7525,US
2006-01-22,M2,19047.62,US
2006-01-22,GOLD,539.36,GLD
2006-01-22,OIL,86.76,OIL
2006-01-22,COPPER,3868.69,CPR
2006-01-22,EURUSD,0.935451,EU
2006-01-22,HIBOR,2.0557,HK
2006-01-23,FEDFUNDS,6.0521,US
2006-01-23,CPI,6.7664,US
2006-01-23,M2,18940.57,US
2006-01-23,GOLD,538.33,GLD
2006-01-23,OIL,86.47,OIL
2006-01-23,COPPER,3870.46,CPR
2006-01-23,EURUSD,0.934076,EU
2006-01-23,HIBOR,2.06,HK
2006-01-24,FEDFUNDS,6.1321,US
2006-01-24,CPI,6.7907,US
2006-01-24,M2,19028.93,US
2006-01-24,GOLD,541.14,GLD
2006-01-24,OIL,86.59,OIL
2006-01-24,COPPER,3874.08,CPR
2006-01-24,EURUSD,0.932073,EU
2006-01-24,HIBOR,2.0477,HK
2006-01-25,FEDFUNDS,6.0411,US
2006-01-25,CPI,6.7763,US
2006-01-25,M2,19005.94,US
2006-01-25,GOLD,534.33,GLD
2006-01-25,OIL,88.04,OIL
2006-01-25,COPPER,3867.51,CPR
2006-01-25,EURUSD,0.92952,EU
2006-01-25,HIBOR,2.0681,HK
2006-01-26,FEDFUNDS,6.0156,US
2006-01-26,CPI,6.7714,US
2006-01-26,M2,18970.02,US
2006-01-26,GOLD,540.14,GLD
2006-01-26,OIL,86.42,OIL
2006-01-26,COPPER,3876.74,CPR
2006-01-26,EURUSD,0.934535,EU
2006-01-26,HIBOR,2.0762,HK
2006-01-27,FEDFUNDS,6.1348,US
2006-01-27,CPI,6.7016,US
2006-01-27,M2,18896.79,US
2006-01-27,GOLD,539.67,GLD
2006-01-27,OIL,86.69,OIL
2006-01-27,COPPER,3873.24,CPR
2006-01-27,EURUSD,0.936513,EU
2006-01-27,HIBOR,2.0568,HK
2006-01-28,FEDFUNDS,6.074,US
2006-01-28,CPI,6.7342,US
2006-01-28,M2,19085.5,US
2006-01-28,GOLD,541.22,GLD
2006-01-28,OIL,86.21,OIL
2006-01-28,COPPER,3869.76,CPR
2006-01-28,EURUSD,0.932163,EU
2006-01-28,HIBOR,2.0678,HK
2006-01-29,FEDFUNDS,6.0666,US
2006-01-29,CPI,6.7528,US
2006-01-29,M2,18999.25,US
2006-01-29,GOLD,541.44,GLD
2006-01-29,OIL,86.09,OIL
2006-01-29,COPPER,3886.12,CPR
2006-01-29,EURUSD,0.928889,EU
2006-01-29,HIBOR,2.0564,HK
2006-01-30,FEDFUNDS,5.9861,US
2006-01-30,CPI,6.7455,US
2006-01-30,M2,19087.26,US
2006-01-30,GOLD,537.98,GLD
2006-01-30,OIL,85.21,OIL
2006-01-30,COPPER,3877.72,CPR
2006-01-30,EURUSD,0.937773,EU
2006-01-30,HIBOR,2.0689,HK
2006-01-31,FEDFUNDS,6.0418,US
2006-01-31,CPI,6.7618,US
2006-01-31,M2,19006.11,US
2006-01-31,GOLD,539.01,GLD
2006-01-31,OIL,85.16,OIL
2006-01-31,COPPER,3866.87,CPR
2006-01-31,EURUSD,0.935862,EU
2006-01-31,HIBOR,2.0643,HK
2006-02-01,FEDFUNDS,6.1553,US
2006-02-01,CPI,6.7672,US
2006-02-01,M2,18991.14,US
2006-02-01,GOLD,538.75,GLD
2006-02-01,OIL,85.01,OIL
2006-02-01,COPPER,3862.55,CPR
2006-02-01,EURUSD,0.930035,EU
2006-02-01,HIBOR,2.0639,HK
2006-02-02,FEDFUNDS,6.0853,US
2006-02-02,CPI,6.755,US
2006-02-02,M2,19013.78,US
2006-02-02,GOLD,540.46,GLD
2006-02-02,OIL,86.8,OIL
2006-02-02,COPPER,3880.56,CPR
2006-02-02,EURUSD,0.936919,EU
2006-02-02,HIBOR,2.0539,HK
